Resolution,InstancingMethod,QuadtreeDepth,GlyphAtlas,UseShadows,Frametime,Framerate
1440x773,None,3,lodAtlas,true,34.5,28.985507246376812
1440x773,None,3,lodAtlas,true,34.5,28.985507246376812
1440x773,None,3,lodAtlas,true,34.5,28.985507246376812
1440x773,None,3,lodAtlas,true,34.5,28.985507246376812
1440x773,None,3,lodAtlas,true,34.5,28.985507246376812
1440x773,None,3,lodAtlas,true,34.5,28.985507246376812
1440x773,None,3,lodAtlas,true,34.5,28.985507246376812
1440x773,None,3,lodAtlas,true,34.5,28.985507246376812
1440x773,None,3,lodAtlas,true,34.5,28.985507246376812
1440x773,None,3,lodAtlas,true,34.5,28.985507246376812
1440x773,None,3,lodAtlas,true,34.5,28.985507246376812
1440x773,None,3,lodAtlas,true,34.5,28.985507246376812
1440x773,None,3,lodAtlas,true,34.5,28.985507246376812
1440x773,None,3,lodAtlas,true,34.599999994039536,28.901734109025078
1440x773,None,3,lodAtlas,true,34.599999994039536,28.901734109025078
1440x773,None,3,lodAtlas,true,34.599999994039536,28.901734109025078
1440x773,None,3,lodAtlas,true,34.599999994039536,28.901734109025078
1440x773,None,3,lodAtlas,true,34.599999994039536,28.901734109025078
1440x773,None,3,lodAtlas,true,34.599999994039536,28.901734109025078
1440x773,None,3,lodAtlas,true,34.599999994039536,28.901734109025078
1440x773,None,3,lodAtlas,true,34.599999994039536,28.901734109025078
1440x773,None,3,lodAtlas,true,34.599999994039536,28.901734109025078
1440x773,None,3,lodAtlas,true,34.599999994039536,28.901734109025078
1440x773,None,3,lodAtlas,true,34.599999994039536,28.901734109025078
1440x773,None,3,lodAtlas,true,34.599999994039536,28.901734109025078
1440x773,None,3,lodAtlas,true,34.599999994039536,28.901734109025078
1440x773,None,3,lodAtlas,true,34.599999994039536,28.901734109025078
1440x773,None,3,lodAtlas,true,34.599999994039536,28.901734109025078
1440x773,None,3,lodAtlas,true,34.599999994039536,28.901734109025078
1440x773,None,3,lodAtlas,true,34.599999994039536,28.901734109025078
1440x773,None,3,lodAtlas,true,34.599999994039536,28.901734109025078
1440x773,None,3,lodAtlas,true,34.599999994039536,28.901734109025078
1440x773,None,3,lodAtlas,true,34.599999994039536,28.901734109025078
1440x773,None,3,lodAtlas,true,34.599999994039536,28.901734109025078
1440x773,None,3,lodAtlas,true,34.6000000089407,28.901734096577986
1440x773,None,3,lodAtlas,true,34.6000000089407,28.901734096577986
1440x773,None,3,lodAtlas,true,34.6000000089407,28.901734096577986
1440x773,None,3,lodAtlas,true,34.6000000089407,28.901734096577986
1440x773,None,3,lodAtlas,true,34.6000000089407,28.901734096577986
1440x773,None,3,lodAtlas,true,34.6000000089407,28.901734096577986
1440x773,None,3,lodAtlas,true,34.6000000089407,28.901734096577986
1440x773,None,3,lodAtlas,true,34.6000000089407,28.901734096577986
1440x773,None,3,lodAtlas,true,34.6000000089407,28.901734096577986
1440x773,None,3,lodAtlas,true,34.6000000089407,28.901734096577986
1440x773,None,3,lodAtlas,true,34.6000000089407,28.901734096577986
1440x773,None,3,lodAtlas,true,34.6000000089407,28.901734096577986
1440x773,None,3,lodAtlas,true,34.69999998807907,28.818443813934945
1440x773,None,3,lodAtlas,true,34.69999998807907,28.818443813934945
1440x773,None,3,lodAtlas,true,34.69999998807907,28.818443813934945
1440x773,None,3,lodAtlas,true,34.69999998807907,28.818443813934945
1440x773,None,3,lodAtlas,true,34.69999998807907,28.818443813934945
1440x773,None,3,lodAtlas,true,34.69999998807907,28.818443813934945
1440x773,None,3,lodAtlas,true,34.69999998807907,28.818443813934945
1440x773,None,3,lodAtlas,true,34.69999998807907,28.818443813934945
1440x773,None,3,lodAtlas,true,34.70000000298023,28.818443801559493
1440x773,None,3,lodAtlas,true,34.70000000298023,28.818443801559493
1440x773,None,3,lodAtlas,true,34.70000000298023,28.818443801559493
1440x773,None,3,lodAtlas,true,34.70000000298023,28.818443801559493
1440x773,None,3,lodAtlas,true,34.70000000298023,28.818443801559493
1440x773,None,3,lodAtlas,true,34.70000000298023,28.818443801559493
1440x773,None,3,lodAtlas,true,34.70000000298023,28.818443801559493
1440x773,None,3,lodAtlas,true,34.70000000298023,28.818443801559493
1440x773,None,3,lodAtlas,true,34.70000000298023,28.818443801559493
1440x773,None,3,lodAtlas,true,34.70000000298023,28.818443801559493
1440x773,None,3,lodAtlas,true,34.70000000298023,28.818443801559493
1440x773,None,3,lodAtlas,true,34.70000000298023,28.818443801559493
1440x773,None,3,lodAtlas,true,34.79999999701977,28.73563218636893
1440x773,None,3,lodAtlas,true,34.79999999701977,28.73563218636893
1440x773,None,3,lodAtlas,true,34.79999999701977,28.73563218636893
1440x773,None,3,lodAtlas,true,34.79999999701977,28.73563218636893
1440x773,None,3,lodAtlas,true,34.79999999701977,28.73563218636893
1440x773,None,3,lodAtlas,true,34.79999999701977,28.73563218636893
1440x773,None,3,lodAtlas,true,34.79999999701977,28.73563218636893
1440x773,None,3,lodAtlas,true,34.79999999701977,28.73563218636893
1440x773,None,3,lodAtlas,true,34.79999999701977,28.73563218636893
1440x773,None,3,lodAtlas,true,34.79999999701977,28.73563218636893
1440x773,None,3,lodAtlas,true,34.79999999701977,28.73563218636893
1440x773,None,3,lodAtlas,true,34.79999999701977,28.73563218636893
1440x773,None,3,lodAtlas,true,34.79999999701977,28.73563218636893
1440x773,None,3,lodAtlas,true,34.79999999701977,28.73563218636893
1440x773,None,3,lodAtlas,true,34.79999999701977,28.73563218636893
1440x773,None,3,lodAtlas,true,34.79999999701977,28.73563218636893
1440x773,None,3,lodAtlas,true,34.79999999701977,28.73563218636893
1440x773,None,3,lodAtlas,true,34.79999999701977,28.73563218636893
1440x773,None,3,lodAtlas,true,34.79999999701977,28.73563218636893
1440x773,None,3,lodAtlas,true,34.79999999701977,28.73563218636893
1440x773,None,3,lodAtlas,true,34.79999999701977,28.73563218636893
1440x773,None,3,lodAtlas,true,34.79999999701977,28.73563218636893
1440x773,None,3,lodAtlas,true,34.80000001192093,28.7356321740645
1440x773,None,3,lodAtlas,true,34.8999999910593,28.653295136280242
1440x773,None,3,lodAtlas,true,34.8999999910593,28.653295136280242
1440x773,None,3,lodAtlas,true,34.8999999910593,28.653295136280242
1440x773,None,3,lodAtlas,true,34.8999999910593,28.653295136280242
1440x773,None,3,lodAtlas,true,34.8999999910593,28.653295136280242
1440x773,None,3,lodAtlas,true,34.8999999910593,28.653295136280242
1440x773,None,3,lodAtlas,true,34.8999999910593,28.653295136280242
1440x773,None,3,lodAtlas,true,34.900000005960464,28.65329512404622
1440x773,None,3,lodAtlas,true,34.900000005960464,28.65329512404622
1440x773,None,3,lodAtlas,true,34.900000005960464,28.65329512404622
1440x773,None,3,lodAtlas,true,34.900000005960464,28.65329512404622
1440x773,None,3,lodAtlas,true,34.900000005960464,28.65329512404622
1440x773,None,3,lodAtlas,true,35,28.571428571428573
1440x773,None,3,lodAtlas,true,35,28.571428571428573
1440x773,None,3,lodAtlas,true,35,28.571428571428573
1440x773,None,3,lodAtlas,true,35,28.571428571428573
1440x773,None,3,lodAtlas,true,35,28.571428571428573
1440x773,None,3,lodAtlas,true,35,28.571428571428573
1440x773,None,3,lodAtlas,true,35,28.571428571428573
1440x773,None,3,lodAtlas,true,35,28.571428571428573
1440x773,None,3,lodAtlas,true,35,28.571428571428573
1440x773,None,3,lodAtlas,true,35,28.571428571428573
1440x773,None,3,lodAtlas,true,35,28.571428571428573
1440x773,None,3,lodAtlas,true,35,28.571428571428573
1440x773,None,3,lodAtlas,true,35,28.571428571428573
1440x773,None,3,lodAtlas,true,35,28.571428571428573
1440x773,None,3,lodAtlas,true,35,28.571428571428573
1440x773,None,3,lodAtlas,true,35,28.571428571428573
1440x773,None,3,lodAtlas,true,35.099999994039536,28.49002849486649
1440x773,None,3,lodAtlas,true,35.099999994039536,28.49002849486649
1440x773,None,3,lodAtlas,true,35.099999994039536,28.49002849486649
1440x773,None,3,lodAtlas,true,35.099999994039536,28.49002849486649
1440x773,None,3,lodAtlas,true,35.099999994039536,28.49002849486649
1440x773,None,3,lodAtlas,true,35.099999994039536,28.49002849486649
1440x773,None,3,lodAtlas,true,35.099999994039536,28.49002849486649
1440x773,None,3,lodAtlas,true,35.099999994039536,28.49002849486649
1440x773,None,3,lodAtlas,true,35.1000000089407,28.49002848277149
1440x773,None,3,lodAtlas,true,35.1000000089407,28.49002848277149
1440x773,None,3,lodAtlas,true,35.1000000089407,28.49002848277149
1440x773,None,3,lodAtlas,true,35.1000000089407,28.49002848277149
1440x773,None,3,lodAtlas,true,35.19999998807907,28.40909091871201
1440x773,None,3,lodAtlas,true,35.19999998807907,28.40909091871201
1440x773,None,3,lodAtlas,true,35.20000000298023,28.409090906685634
1440x773,None,3,lodAtlas,true,35.20000000298023,28.409090906685634
1440x773,None,3,lodAtlas,true,35.20000000298023,28.409090906685634
1440x773,None,3,lodAtlas,true,35.20000000298023,28.409090906685634
1440x773,None,3,lodAtlas,true,35.20000000298023,28.409090906685634
1440x773,None,3,lodAtlas,true,35.20000000298023,28.409090906685634
1440x773,None,3,lodAtlas,true,35.20000000298023,28.409090906685634
1440x773,None,3,lodAtlas,true,35.20000000298023,28.409090906685634
1440x773,None,3,lodAtlas,true,35.20000000298023,28.409090906685634
1440x773,None,3,lodAtlas,true,35.20000000298023,28.409090906685634
1440x773,None,3,lodAtlas,true,35.20000000298023,28.409090906685634
1440x773,None,3,lodAtlas,true,35.20000000298023,28.409090906685634
1440x773,None,3,lodAtlas,true,35.20000000298023,28.409090906685634
1440x773,None,3,lodAtlas,true,35.20000000298023,28.409090906685634
1440x773,None,3,lodAtlas,true,35.20000000298023,28.409090906685634
1440x773,None,3,lodAtlas,true,35.20000000298023,28.409090906685634
1440x773,None,3,lodAtlas,true,35.29999999701977,28.328611900408664
1440x773,None,3,lodAtlas,true,35.29999999701977,28.328611900408664
1440x773,None,3,lodAtlas,true,35.29999999701977,28.328611900408664
1440x773,None,3,lodAtlas,true,35.29999999701977,28.328611900408664
1440x773,None,3,lodAtlas,true,35.29999999701977,28.328611900408664
1440x773,None,3,lodAtlas,true,35.29999999701977,28.328611900408664
1440x773,None,3,lodAtlas,true,35.29999999701977,28.328611900408664
1440x773,None,3,lodAtlas,true,35.29999999701977,28.328611900408664
1440x773,None,3,lodAtlas,true,35.29999999701977,28.328611900408664
1440x773,None,3,lodAtlas,true,35.29999999701977,28.328611900408664
1440x773,None,3,lodAtlas,true,35.29999999701977,28.328611900408664
1440x773,None,3,lodAtlas,true,35.30000001192093,28.32861188845033
1440x773,None,3,lodAtlas,true,35.30000001192093,28.32861188845033
1440x773,None,3,lodAtlas,true,35.30000001192093,28.32861188845033
1440x773,None,3,lodAtlas,true,35.30000001192093,28.32861188845033
1440x773,None,3,lodAtlas,true,35.3999999910593,28.24858757775599
1440x773,None,3,lodAtlas,true,35.3999999910593,28.24858757775599
1440x773,None,3,lodAtlas,true,35.3999999910593,28.24858757775599
1440x773,None,3,lodAtlas,true,35.3999999910593,28.24858757775599
1440x773,None,3,lodAtlas,true,35.3999999910593,28.24858757775599
1440x773,None,3,lodAtlas,true,35.3999999910593,28.24858757775599
1440x773,None,3,lodAtlas,true,35.3999999910593,28.24858757775599
1440x773,None,3,lodAtlas,true,35.3999999910593,28.24858757775599
1440x773,None,3,lodAtlas,true,35.3999999910593,28.24858757775599
1440x773,None,3,lodAtlas,true,35.3999999910593,28.24858757775599
1440x773,None,3,lodAtlas,true,35.400000005960464,28.248587565865122
1440x773,None,3,lodAtlas,true,35.400000005960464,28.248587565865122
1440x773,None,3,lodAtlas,true,35.400000005960464,28.248587565865122
1440x773,None,3,lodAtlas,true,35.400000005960464,28.248587565865122
1440x773,None,3,lodAtlas,true,35.400000005960464,28.248587565865122
1440x773,None,3,lodAtlas,true,35.400000005960464,28.248587565865122
1440x773,None,3,lodAtlas,true,35.400000005960464,28.248587565865122
1440x773,None,3,lodAtlas,true,35.5,28.169014084507044
1440x773,None,3,lodAtlas,true,35.5,28.169014084507044
1440x773,None,3,lodAtlas,true,35.5,28.169014084507044
1440x773,None,3,lodAtlas,true,35.5,28.169014084507044
1440x773,None,3,lodAtlas,true,35.5,28.169014084507044
1440x773,None,3,lodAtlas,true,35.5,28.169014084507044
1440x773,None,3,lodAtlas,true,35.5,28.169014084507044
1440x773,None,3,lodAtlas,true,35.5,28.169014084507044
1440x773,None,3,lodAtlas,true,35.5,28.169014084507044
1440x773,None,3,lodAtlas,true,35.5,28.169014084507044
1440x773,None,3,lodAtlas,true,35.5,28.169014084507044
1440x773,None,3,lodAtlas,true,35.5,28.169014084507044
1440x773,None,3,lodAtlas,true,35.5,28.169014084507044
1440x773,None,3,lodAtlas,true,35.5,28.169014084507044
1440x773,None,3,lodAtlas,true,35.5,28.169014084507044
1440x773,None,3,lodAtlas,true,35.5,28.169014084507044
1440x773,None,3,lodAtlas,true,35.599999994039536,28.089887645152494
1440x773,None,3,lodAtlas,true,35.599999994039536,28.089887645152494
1440x773,None,3,lodAtlas,true,35.599999994039536,28.089887645152494
1440x773,None,3,lodAtlas,true,35.6000000089407,28.089887633394856
1440x773,None,3,lodAtlas,true,35.6000000089407,28.089887633394856
1440x773,None,3,lodAtlas,true,35.70000000298023,28.011204479454346
1440x773,None,3,lodAtlas,true,35.70000000298023,28.011204479454346
1440x773,None,3,lodAtlas,true,35.70000000298023,28.011204479454346
1440x773,None,3,lodAtlas,true,35.70000000298023,28.011204479454346
1440x773,None,3,lodAtlas,true,35.70000000298023,28.011204479454346
1440x773,None,3,lodAtlas,true,35.79999999701977,27.932960896180077
1440x773,None,3,lodAtlas,true,35.79999999701977,27.932960896180077
1440x773,None,3,lodAtlas,true,35.79999999701977,27.932960896180077
1440x773,None,3,lodAtlas,true,35.80000001192093,27.93296088455344
1440x773,None,3,lodAtlas,true,35.8999999910593,27.85515321027979
